id,store_id,date,sales,lag_7,lag_28,dayofweek,month,is_event,rolling_mean_7,rolling_std_7,price_norm,price_change
FOODS_2_163_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.5714285714285714,0.5345224838248487,1.0,0.0
FOODS_2_164_CA_1_validation,CA_1,2011-03-31,2,1.0,4.0,3,3,0,2.5714285714285716,3.0472470011002204,0.9056603773584905,0.0
FOODS_2_166_CA_1_validation,CA_1,2011-03-31,0,0.0,2.0,3,3,0,1.1428571428571428,1.3451854182690974,1.0,0.0
FOODS_2_167_CA_1_validation,CA_1,2011-03-31,0,1.0,0.0,3,3,0,0.2857142857142857,0.487950036474266,0.9018181818181819,0.0
FOODS_2_171_CA_1_validation,CA_1,2011-03-31,0,1.0,0.0,3,3,0,1.1428571428571428,0.899735410842437,0.9328859060402684,0.0
FOODS_2_173_CA_1_validation,CA_1,2011-03-31,1,1.0,0.0,3,3,0,0.5714285714285714,0.7867957924694432,0.8875278396436524,0.0
FOODS_2_174_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.0,0.0,0.9664429530201342,0.0
FOODS_2_176_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.0,0.0,0.9664429530201342,0.0
FOODS_2_181_CA_1_validation,CA_1,2011-03-31,5,6.0,8.0,3,3,0,6.571428571428571,1.7182493859684476,0.8277310924369748,0.0
FOODS_2_182_CA_1_validation,CA_1,2011-03-31,0,2.0,5.0,3,3,0,2.5714285714285716,1.5118578920369095,0.9252336448598131,0.0
FOODS_2_183_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.0,0.0,0.9175946547884187,0.0
FOODS_2_188_CA_1_validation,CA_1,2011-03-31,0,1.0,0.0,3,3,0,0.5714285714285714,0.7867957924694434,1.0,0.0
FOODS_2_189_CA_1_validation,CA_1,2011-03-31,1,2.0,0.0,3,3,0,3.0,1.6329931618554523,0.9689922480620154,0.0
FOODS_2_190_CA_1_validation,CA_1,2011-03-31,0,1.0,0.0,3,3,0,1.4285714285714286,1.6183471874253736,1.0,0.0
FOODS_2_192_CA_1_validation,CA_1,2011-03-31,3,0.0,3.0,3,3,0,2.5714285714285716,3.2071349029490928,0.9035532994923858,0.0
FOODS_2_194_CA_1_validation,CA_1,2011-03-31,0,3.0,0.0,3,3,0,0.8571428571428571,1.2149857925879106,1.0,0.0
FOODS_2_195_CA_1_validation,CA_1,2011-03-31,2,1.0,0.0,3,3,0,0.42857142857142855,0.534522483824849,0.824207492795389,0.0
FOODS_2_196_CA_1_validation,CA_1,2011-03-31,3,2.0,1.0,3,3,0,0.7142857142857143,0.9511897312113414,0.8578680203045685,0.0
FOODS_2_197_CA_1_validation,CA_1,2011-03-31,0,0.0,2.0,3,3,0,1.1428571428571428,3.023715784073822,0.8713450292397661,0.0
FOODS_2_198_CA_1_validation,CA_1,2011-03-31,1,0.0,0.0,3,3,0,0.2857142857142857,0.48795003647426644,1.0,0.0
FOODS_2_199_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.5714285714285714,0.5345224838248485,1.0,0.0
FOODS_2_202_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.2857142857142857,0.7559289460184545,1.0,0.0
FOODS_2_204_CA_1_validation,CA_1,2011-03-31,0,3.0,0.0,3,3,0,1.4285714285714286,1.6183471874253734,1.0,0.0
FOODS_2_207_CA_1_validation,CA_1,2011-03-31,2,0.0,0.0,3,3,0,0.2857142857142857,0.48795003647426677,0.8571428571428571,0.0
FOODS_2_208_CA_1_validation,CA_1,2011-03-31,0,0.0,2.0,3,3,0,0.0,0.0,0.9344042838018742,0.0
FOODS_2_211_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.0,0.0,0.9393939393939393,0.0
FOODS_2_212_CA_1_validation,CA_1,2011-03-31,0,5.0,4.0,3,3,0,4.428571428571429,2.439750182371333,0.8155737704918032,0.0
FOODS_2_216_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.7142857142857143,0.7559289460184545,0.9542483660130718,0.0
FOODS_2_218_CA_1_validation,CA_1,2011-03-31,0,0.0,1.0,3,3,0,0.0,0.0,0.934010152284264,0.0
FOODS_2_219_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.0,0.0,1.0,0.0
FOODS_2_220_CA_1_validation,CA_1,2011-03-31,1,0.0,1.0,3,3,0,1.0,0.5773502691896263,0.9252336448598131,0.0
FOODS_2_221_CA_1_validation,CA_1,2011-03-31,2,1.0,0.0,3,3,0,3.5714285714285716,3.5523298860110977,0.7462686567164178,0.0
FOODS_2_223_CA_1_validation,CA_1,2011-03-31,1,0.0,0.0,3,3,0,0.2857142857142857,0.4879500364742667,1.0,0.0
FOODS_2_224_CA_1_validation,CA_1,2011-03-31,1,0.0,0.0,3,3,0,0.2857142857142857,0.4879500364742667,0.8765432098765431,0.0
FOODS_2_225_CA_1_validation,CA_1,2011-03-31,1,1.0,0.0,3,3,0,1.1428571428571428,1.0690449676496978,0.9689922480620154,0.0
FOODS_2_229_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,1.1428571428571428,0.8997354108424372,1.0,0.0
FOODS_2_230_CA_1_validation,CA_1,2011-03-31,0,3.0,1.0,3,3,0,1.2857142857142858,1.6035674514745462,1.0,0.0
FOODS_2_231_CA_1_validation,CA_1,2011-03-31,1,0.0,0.0,3,3,0,2.142857142857143,3.1320159337914952,0.8322147651006712,0.0
FOODS_2_232_CA_1_validation,CA_1,2011-03-31,0,5.0,0.0,3,3,0,2.142857142857143,1.7728105208558367,0.8906249999999999,0.0
FOODS_2_233_CA_1_validation,CA_1,2011-03-31,4,0.0,5.0,3,3,0,2.857142857142857,3.484660262185848,0.9441964285714286,0.0
FOODS_2_236_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.0,0.0,1.0,0.0
FOODS_2_237_CA_1_validation,CA_1,2011-03-31,1,0.0,3.0,3,3,0,1.4285714285714286,1.1338934190276815,0.9612403100775193,0.0
FOODS_2_240_CA_1_validation,CA_1,2011-03-31,1,1.0,2.0,3,3,0,1.7142857142857142,0.9511897312113418,1.0,0.0
FOODS_2_242_CA_1_validation,CA_1,2011-03-31,3,1.0,2.0,3,3,0,1.1428571428571428,1.2149857925879108,0.9689922480620154,0.0
FOODS_2_243_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.14285714285714285,0.37796447300922764,0.8571428571428571,0.0
FOODS_2_244_CA_1_validation,CA_1,2011-03-31,12,12.0,21.0,3,3,0,11.285714285714286,3.988077469754304,0.9225589225589226,0.0
FOODS_2_245_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,1.0,1.7320508075688772,0.9174311926605504,0.0
FOODS_2_247_CA_1_validation,CA_1,2011-03-31,4,1.0,0.0,3,3,0,2.857142857142857,2.410295378065479,0.88,0.0
FOODS_2_251_CA_1_validation,CA_1,2011-03-31,2,0.0,5.0,3,3,0,0.5714285714285714,0.7867957924694424,0.8221092757306225,0.0
FOODS_2_255_CA_1_validation,CA_1,2011-03-31,1,1.0,0.0,3,3,0,0.8571428571428571,0.6900655593423543,1.0,0.0
FOODS_2_258_CA_1_validation,CA_1,2011-03-31,1,0.0,0.0,3,3,0,0.14285714285714285,0.377964473009227,0.9689440993788819,0.0
FOODS_2_262_CA_1_validation,CA_1,2011-03-31,1,0.0,0.0,3,3,0,1.5714285714285714,2.070196678027063,0.9252336448598131,0.0
FOODS_2_263_CA_1_validation,CA_1,2011-03-31,1,0.0,2.0,3,3,0,0.5714285714285714,0.9759000729485332,0.6913580246913581,0.0
FOODS_2_264_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,1.1428571428571428,1.5735915849388864,0.8165829145728644,0.0
FOODS_2_267_CA_1_validation,CA_1,2011-03-31,6,0.0,1.0,3,3,0,2.2857142857142856,3.3022358947782484,0.9035532994923858,0.0
FOODS_2_274_CA_1_validation,CA_1,2011-03-31,0,2.0,2.0,3,3,0,1.4285714285714286,1.3972762620115435,0.9344042838018742,0.0
FOODS_2_275_CA_1_validation,CA_1,2011-03-31,0,1.0,0.0,3,3,0,0.5714285714285714,0.5345224838248488,0.9919354838709677,0.0
FOODS_2_276_CA_1_validation,CA_1,2011-03-31,19,26.0,0.0,3,3,0,26.285714285714285,12.432675841162613,0.8713450292397661,0.0
FOODS_2_280_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.0,0.0,0.8165829145728644,0.0
FOODS_2_281_CA_1_validation,CA_1,2011-03-31,1,1.0,0.0,3,3,0,0.5714285714285714,0.5345224838248487,0.8571428571428571,0.0
FOODS_2_282_CA_1_validation,CA_1,2011-03-31,0,0.0,4.0,3,3,0,0.0,0.0,1.0,0.0
FOODS_2_283_CA_1_validation,CA_1,2011-03-31,2,8.0,4.0,3,3,0,2.2857142857142856,2.7516228977511714,1.0,0.0
FOODS_2_285_CA_1_validation,CA_1,2011-03-31,4,0.0,2.0,3,3,0,1.7142857142857142,1.380131118684708,0.7437185929648241,0.0
FOODS_2_288_CA_1_validation,CA_1,2011-03-31,2,0.0,0.0,3,3,0,1.2857142857142858,1.4960264830861918,1.0,0.0
FOODS_2_289_CA_1_validation,CA_1,2011-03-31,0,1.0,0.0,3,3,0,1.4285714285714286,1.2724180205607067,0.9689922480620154,0.0
FOODS_2_291_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.0,0.0,0.9344042838018742,0.0
FOODS_2_293_CA_1_validation,CA_1,2011-03-31,5,6.0,2.0,3,3,0,4.428571428571429,2.8784916685156974,0.8483412322274883,0.0
FOODS_2_294_CA_1_validation,CA_1,2011-03-31,13,6.0,4.0,3,3,0,6.285714285714286,4.0708019567928595,0.7462686567164178,0.0
FOODS_2_295_CA_1_validation,CA_1,2011-03-31,0,1.0,3.0,3,3,0,1.1428571428571428,0.8997354108424372,0.8426323319027181,0.0
FOODS_2_297_CA_1_validation,CA_1,2011-03-31,0,3.0,0.0,3,3,0,1.7142857142857142,1.9760470401187076,0.9364705882352942,0.0
FOODS_2_298_CA_1_validation,CA_1,2011-03-31,1,0.0,0.0,3,3,0,0.14285714285714285,0.37796447300922725,0.8426323319027181,0.0
FOODS_2_299_CA_1_validation,CA_1,2011-03-31,9,0.0,8.0,3,3,0,3.857142857142857,3.236694374850749,0.8794642857142856,0.0
FOODS_2_303_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.8571428571428571,1.4638501094227998,1.0,0.0
FOODS_2_304_CA_1_validation,CA_1,2011-03-31,1,0.0,4.0,3,3,0,0.5714285714285714,0.7867957924694426,0.9150943396226414,0.0
FOODS_2_305_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.2857142857142857,0.48795003647426655,1.0,0.0
FOODS_2_308_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.0,0.0,0.9664429530201342,0.0
FOODS_2_311_CA_1_validation,CA_1,2011-03-31,3,0.0,1.0,3,3,0,2.7142857142857144,2.984084768360629,0.8961038961038961,0.0
FOODS_2_315_CA_1_validation,CA_1,2011-03-31,3,3.0,8.0,3,3,0,4.142857142857143,1.573591584938888,0.9689922480620154,0.0
FOODS_2_317_CA_1_validation,CA_1,2011-03-31,0,1.0,1.0,3,3,0,0.8571428571428571,0.6900655593423541,0.8426323319027181,0.0
